NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020
HVSA,600000.0,650000.0,2339344.5455203205,5582691.088925091,6440317.182139513,12.112661448632664,8.288141997577961,8.0,4.101666606234643,7038315.214532331
SPFU,3021038.0,3050000.0,3050000.0,3863865.832433815,4596891.848229304,54.10630084343759,53.0,44.0,46.0,5044283.976784193
XOMV,4455644.474103203,3000000.0,5072519.981308112,8877036.781957587,9068392.639764067,34.393954163019544,31.341597991736677,31.38605884627628,27.0,9630451.160885671
XUAI,4455644.474103203,3000000.0,5072519.981308112,8877036.781957587,9068392.639764067,7.912001401101916,5.096343314043917,6.0,2.9840898025664266,9638941.050696338
UTSB,2900000.0,2900000.0,3000000.0,3914023.1753408285,4623424.00766668,116.72932220492578,90.0,78.0,45.0,5083357.510838402
RLAS,2600000.0,6320570.872811538,9838072.293176884,15218490.387831727,18521349.82056501,35.31923531697463,29.33274694239303,26.774672885832118,20.0,20567573.493632436
UCDG,2545824.3510898943,1000000.0,1000000.0,980000.0,465264.4888811001,26.814971614990277,19.45943738994711,15.0,8.013185419073395,703450.0068550778
MOZH,650000.0,650000.0,2342537.990512346,5593943.582937532,6425109.371137799,50.91964504457724,109.0,162.0,206.0,6942996.407173135
ZRXW,4638956.73990384,3200000.0,3200000.0,4160372.9144747425,4125188.0732029397,37.566346690865636,24.454108679701374,15.57559269618202,3.0,4314994.033792956
VMEY,3763756.043547238,2053260.7450773455,3000000.0,4950053.4330936745,4719648.190538869,5.450560894821848,30.0,55.0,74.0,5009830.838005145
SQNK,2000000.0,2000000.0,3707427.5902041732,6875065.780725847,7744314.998567035,1.2989928703967157,0.0,2.0,0.7144740364733928,8454902.310017534
BZWR,11904959.0,14080792.565633241,17010150.45537345,21007959.025708564,23592286.576762196,37.566346690865636,24.454108679701374,15.57559269618202,3.0,25937309.112004187
QEBY,550000.0,600000.0,2288793.0788650685,5535242.118636635,6391457.714456949,12.112661448632664,8.288141997577961,8.0,4.101666606234643,6985006.503440775
LJUY,1100000.0,1050000.0,2750143.168746393,5984787.839257621,6800777.301596599,1.2989928703967157,0.0,2.0,0.7144740364733928,7418091.285263833
AEUF,4033896.68903563,2200000.0,4000000.0,6711570.341202612,6392558.820175541,35.0,41.0,47.0,50.205762859359304,6936320.088311829
VIQF,500000.0,550000.0,2238241.612209817,5487793.1483481815,6342598.246774387,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,6932487.943864618
GAZZ,5500000.0,8739135.308096314,12073334.874169461,17022846.43602527,20101766.950073265,43.61761180511329,32.226632124083295,23.0,12.483492633746245,22241898.984136153
PIAX,5115383.080115928,3540082.0,4902586.0,7145731.700633598,7029377.232818648,49.28298435532996,59.0,81.0,80.0,7586079.410508542
XOMG,2243098.18367185,450000.0,2538186.5700326553,6594900.86828079,6541219.76279917,5.811671377336539,3.5004439722768934,5.0,2.4253014007323195,6828303.774086449
WXCO,1522864.0,5422252.658478818,9007837.191301025,14548305.26496037,17934341.48083745,49.29247342950109,36.68658768055152,26.0,14.398703190077367,19948652.189948153
PAUS,2153855.170324267,189528.04598998255,1000000.0,2902594.004813017,2462415.963199029,16.313321496163397,11.479940681111996,10.0,5.219243409902862,2546594.0825974867
ZFFE,600000.0,982718.0,1013300.0,1800000.0,2607405.030184391,50.72316987292538,38.4284686759983,28.0,16.572920898774886,3003359.5476951776
GARI,7418378.445098629,6414605.0,8466146.466723101,11932955.488436153,12452430.734489057,215.59484184953772,233.0,241.0,248.0,13316203.888444273
CMZT,2980150.482763893,1499724.2622949544,1600000.0,1600000.0,1122451.3411887311,16.313321496163397,11.479940681111996,10.0,5.219243409902862,1453241.9699416969
NWET,940137.0,2310002.0,2500000.0,1700000.0,2580846.676398987,35.31923531697463,29.33274694239303,26.774672885832118,20.0,3673882.803119195
NOVV,1000000.0,4986190.494723395,8604823.972629273,14222983.602621526,17649395.542215664,10.012331424867291,6.692242655810938,7.0,3.542878204400533,19651091.504279885
FLZV,2935401.386716575,1200000.0,1200000.0,2238384.127815358,1959500.9463445963,66.29568037842458,66.0,63.0,62.0,1921418.6383643616
LOSQ,4410263.0,5898908.442800632,8000000.0,10531066.036753166,12110794.341402285,32.106019290075665,62.0,93.0,114.0,13646806.09780843
ZPQI,364951.0,1537000.0,5300000.0,9553929.688094337,10756037.322101073,34.526137185013134,31.054619270401872,30.727289423355693,26.0,12410801.359334243
VGGH,824457.0,4839789.785529187,8469518.90392059,14113762.197873928,17553729.623537984,76.29814983533623,60.5320716783816,53.0,34.0,19539135.03278863
TZSY,4200000.0,6360000.0,6500000.0,7146063.505973981,9145055.771444183,39.41695175758251,29.03483344054924,21.0,11.365915830078038,10305800.214994607
YGQN,2954689.4998205905,1635609.6458698674,1282578.4395483052,511839.0,31133.54991016211,0.0,13.0,16.0,35.0,334931.48887689365
XNQM,2954689.4998205905,1635609.6458698674,1282578.4395483052,511839.0,31133.54991016211,37.830712734852824,23.88015123703177,14.258053850340836,1.0,346950.8648318192
GLYL,3187996.130610442,1400000.0,2000000.0,3601313.61316715,3292807.7624976886,37.69852971285922,24.167129958366562,14.916823273261423,2.0,3454692.104512983
MDQR,2893847.0926222457,1200000.0,3283578.7498195553,7266117.31347985,7284505.903082965,10.012331424867291,6.692242655810938,7.0,3.542878204400533,7654624.8202372035
OELE,2741199.1240976844,1394413.866893156,1006665.7306885286,191979.0,-319525.17562435195,24.0,28.0,30.0,32.74106347796877,-43894.46786219388
HVGG,1948092.0116143362,110000.0,2200275.4485292616,6290616.07979055,6204263.3792038495,37.69852971285922,24.167129958366562,14.916823273261423,2.0,6453676.147569211
UMJE,250000.0,260000.0,330000.0,1277461.2428931738,1877393.493393408,7.912001401101916,5.096343314043917,6.0,2.9840898025664266,2147933.530875014
DMGQ,516412.0,1610000.0,3880000.0,7150000.0,8468443.747210465,43.0,50.0,72.0,86.0,9567121.259899223
UAUJ,1552225.5545956031,-506960.0460551593,252588.0,2137446.1317079645,1618874.736448766,37.434163668872,24.741087401036147,16.2343621191026,4.0,1617412.1727560183
WXXR,1820.0,4153720.616098375,7835446.592251629,13601924.250833316,17105415.966238935,45.80729239598273,47.0,46.0,47.0,19060340.694753338
RTFQ,400000.0,600000.0,800000.0,1841442.108583357,2554090.686081481,20.513981543694168,14.67173936464605,12.0,6.336820213571066,2923415.9578970736
AMFQ,1715766.5540722767,-513505.94803141267,721660.0,3774000.0,3377717.2832525168,49.4393438135598,53.32865089086729,60.0,60.0,3302099.3629677123
FLVN,2797815.5196134546,935021.1256249275,1800000.0,3721577.776125281,3365308.854134967,41.0,37.0,39.0,56.0,3523663.128996914
IEWJ,3156542.227225151,1863657.517630172,1543450.7745205048,814263.0,362677.39537708426,37.31662173381714,27.438934098782216,20.0,10.807127428243938,702414.6082611039
NVWJ,3108243.5838860786,1809090.9880419439,1481030.1175105027,741900.0,283346.6964592639,36.641065536910475,26.462959729044968,20.186978656626167,10.0,616816.2099912562
EQRD,1411690.8677684772,-669652.728289292,78000.0,1958715.2083756332,1421831.9063953622,17.920732457267107,30.068915087891043,43.0,52.0,1383295.3201849195
RPQM,4729696.56748102,3171500.3645297633,4200000.0,6178529.090062072,6073987.526942777,36.37669949292332,27.036917171714588,21.50451750246736,12.0,6524279.431613207
GLEY,1978384.1916533746,215610.09944553557,504684.0,1156000.0,600137.484548314,41.81333416424492,43.0,55.0,49.0,725867.8380355495
TKMA,5000000.0,6500000.0,8161256.239416197,10807898.286313698,12597901.42004929,31.015631662521024,22.65123607348115,17.0,9.130762222741605,13968076.47774433
MHXB,1968743.3113235743,133801.0,2223930.22089074,6311916.909940131,6227851.317103713,38.686803852402576,35.29305861409607,37.0,31.0,6469659.887458503
MNIR,5193808.450618977,3708788.409418862,4776572.0,6768782.97880339,6724715.9768336695,40.57614299928133,48.0,53.0,59.0,7224790.687504375
XIZW,13150006.98687401,12919434.616948321,14660657.0,16887414.490392108,17880053.576716833,12.698138769125123,23.0,25.0,38.0,19525799.719900265
PJSB,2730337.719470227,1382142.9392645445,992628.5659562245,175706.0,-337365.0725812183,5.900676710150606,24.0,25.0,49.0,-68955.72433470079
MSFG,4612000.0,4892000.0,5700000.0,7200601.895287275,8131921.824427292,18.142238840051803,23.0,28.0,32.0,9005165.336562702
MMDU,1900000.0,5736779.457397984,9298526.152937315,14782956.169302277,18139869.823787194,37.31662173381714,27.438934098782216,20.0,10.807127428243938,20167317.129038423
BZEM,10742846.0,13111604.575432522,16114416.764413103,20284901.915282935,22958968.20034006,606.0,615.0,602.9478780877578,588.4267306380102,25060468.948428802
FYTF,988044.0,1334426.0,3012389.7155875606,6165496.5340901315,7199277.411507859,1.499624688915253,0.0,1.0,0.0,7911422.943673464
KFJP,5734933.0,8935066.548949674,12254416.578976465,17169019.80825638,20229798.72162041,43.61761180511329,32.226632124083295,23.0,12.483492633746245,22377323.140653685
VMFN,3204641.224457188,1500000.0,1600000.0,2721804.2135952413,2470477.032617891,18.413651519928784,13.075840022879023,11.0,5.7780318117369625,2509666.6253144913
ZGFQ,2720314.0502354736,1000000.0,3084807.5018763817,7087126.261426767,7086296.265673953,16.313321496163397,11.479940681111996,10.0,5.219243409902862,7433574.574091733
VCDY,2086000.0,2100000.0,3807636.358916912,6966813.022979278,7846292.121012649,38.0,35.0,39.0,33.97474496957099,8556466.602574382
QHLS,5194149.910253802,3851141.0,5918431.77503611,9638769.89713514,9911914.384733777,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,10577538.775410408
KJOF,2369401.0,7963673.0,11526394.0,14983158.3477232,18801865.49736874,58.37797602319344,51.0,54.0,41.0,21730736.522673726
AHMB,1700000.0,1800000.0,4500000.0,7863537.534491538,8530846.377239563,11.460986530688032,18.0,24.0,30.0,9687683.43761738
SGEG,1550142.3428656538,-509371.7161677786,250000.0,2134796.71920777,1615953.877946588,22.61431156745953,16.267638706413067,13.0,6.8956086154051786,1613169.6514339393
DVBF,6446793.495297975,5159330.637252204,6333171.0,8362319.6281045135,8481518.690756157,27.370944423542767,68.0,92.0,131.0,9135397.990472144
YLEI,2679807.7926757596,1325055.5646531177,927324.2217527032,100000.0,-420360.6627622845,22.61431156745953,16.267638706413067,13.0,6.8956086154051786,-143922.70885108243
CMFB,2000000.0,3000000.0,4654588.023468741,7598995.306246169,9025660.572252627,70.0,86.0,118.0,109.0,9961706.681335999
OLTA,1928671.657076634,129350.0,3800000.0,4900000.0,3406804.989373778,10.012331424867291,6.692242655810938,7.0,3.542878204400533,5130586.758560508
AIWY,8419872.918721464,7810029.300661685,8345723.822184347,8700000.0,9007717.370117163,0.2763786614431467,12.0,15.0,30.0,10054784.00238284
DIEN,1672539.4583060902,-96815.74695114285,68009.0,465725.0,-150585.60227982292,51.43851809463753,39.2994091737217,29.0,17.66002975312364,-41681.48128435644
MDNQ,3320000.0,3592619.0,4209423.0,5562603.424101899,6436730.970389843,30.63078794618268,32.0,33.0,34.0,7155156.424197055
TTIX,2692967.0,2687634.0,2700000.0,3537574.849066804,4236466.815446059,24.714641591224908,17.86353804818009,14.0,7.454397017239286,4667323.367157562
NKAW,4568706.480158724,2985127.0946210264,4000000.0,5973783.147234008,5848264.304208795,38.0,44.0,45.0,49.27723831482234,6262346.364335404
UUMP,2400000.0,2410000.0,4121310.927778839,7261896.838288695,8148004.195764404,7.912001401101916,5.096343314043917,6.0,2.9840898025664266,8896020.509501535
HOTR,3650000.0,4000000.0,4100000.0,4951756.725957267,5893788.056185518,20.513981543694168,14.67173936464605,12.0,6.336820213571066,6517484.007499006
YKGL,5978010.0,4732000.0,5101000.0,6352298.25883074,6479689.300439728,12.7635663089611,21.0,29.0,36.0,6916492.19671777
PVDJ,4976243.601263516,3600000.0,5668833.725137628,9414009.938116826,9663021.5519911,47.81827185264403,35.418430807617334,25.0,13.601069437414463,10296560.72852495
IEIL,4166231.26185298,2519193.919849186,3500000.0,5461918.290163841,5283956.247373832,49.29247342950109,36.68658768055152,26.0,14.398703190077367,5652788.433819995
FOTV,1600000.0,2300000.0,2800000.0,4030265.856268687,5075458.224414755,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,5757599.690705322
KXUT,3614638.003793276,2152458.2408859422,2500000.0,3000000.0,2645745.343632846,31.015631662521024,22.65123607348115,17.0,9.130762222741605,3034773.2272445047
YKLP,1300000.0,5236386.815614914,8836058.032731945,14409641.124848438,17812886.969406165,31.015631662521024,22.65123607348115,17.0,9.130762222741605,19822047.331219237
EPZF,255610.0,4365378.363695239,8031062.899296483,13759830.292719863,17243724.263927843,16.32753881640957,23.0,27.0,34.0,19211230.374173034
NAPA,2788641.174986745,1184641.1225151946,1480000.0,2000000.0,1539418.2014653569,37.31662173381714,27.438934098782216,20.0,10.807127428243938,1805788.865061249
LMCJ,14642229.0,16363642.176589085,19119983.974364318,22711065.81192879,25084020.50644805,14.212991472398038,9.884041339344982,9.0,4.660455008068751,27514586.794473995
PRDG,5800000.0,6341000.0,6600000.0,5000000.0,5350518.672156073,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,6803767.910528698
GUPH,3735485.195838123,2517731.968643999,2291670.558220042,1681659.0,1313593.3457733055,37.434163668872,24.741087401036147,16.2343621191026,4.0,1734286.351940694
PKRR,1450000.0,1500000.0,1490000.0,2329056.194504747,3005673.065473445,18.413651519928784,13.075840022879023,11.0,5.7780318117369625,3352514.6078884657
XKRU,2807080.5714288615,1100000.0,3184193.125847967,7176621.787453306,7185401.084378456,37.566346690865636,24.454108679701374,15.57559269618202,3.0,7544587.917430869
WESX,2807080.5714288615,1100000.0,3184193.125847967,7176621.787453306,7185401.084378456,1.499624688915253,0.0,1.0,0.0,7545648.450603363
WQZD,1720000.0,1710000.0,1750000.0,2637090.03526193,3290332.1071970593,20.513981543694168,14.67173936464605,12.0,6.336820213571066,3655569.466678521
AAGJ,1864073.013144132,-145943.83984574256,640000.0,2534051.3077224987,2056114.1622778585,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,2100020.037457628
BYQU,370232.0,402929.0,700000.0,1854282.2427425575,2468339.45210734,14.212991472398038,9.884041339344982,9.0,4.660455008068751,2819270.8203309765
GFPK,2825126.980105077,1082836.0,1006400.0,1976646.906294211,1690365.6736179416,12.112661448632664,8.288141997577961,8.0,4.101666606234643,1640487.887275187
PYES,306800.0,4408070.195916704,8070519.137752013,13791680.287929196,17271621.3511208,14.212991472398038,9.884041339344982,9.0,4.660455008068751,19251110.05582035
SZDP,9921798.0,12426860.612514699,15481569.222482486,19774052.630918384,22511520.50263369,7.912001401101916,5.096343314043917,6.0,2.9840898025664266,24794146.66016003
MPSK,11564337.0,13796717.994917529,16747605.761972465,20796026.83058863,23406657.32038724,33.11596168628642,24.24713541524818,18.0,9.689550624575704,25738597.038030587
BRYF,2976898.0,1600000.0,3390956.8174147224,6805344.748433023,6934647.166053746,24.746852780819438,30.595446309071832,39.0,42.0,7354427.124242103
HXMB,3616823.527991481,2000000.0,2000000.0,3007179.6424791124,2825775.797087934,10.012331424867291,6.692242655810938,7.0,3.542878204400533,2891171.174523091
BBEV,3616823.527991481,2000000.0,2000000.0,3007179.6424791124,2825775.797087934,10.012331424867291,6.692242655810938,7.0,3.542878204400533,2891171.174523091
SNJR,2614744.1544720316,1251548.3873554608,843236.6622818107,2519.0,-527227.9272649733,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,-257700.86369056872
CRSR,1400000.0,1650000.0,1600000.0,2377372.112887646,3166742.5684868805,1.499624688915253,0.0,1.0,0.0,3553988.957844632
VISD,1176491.0,5133381.824291614,8740859.740967877,14332794.84513936,17745578.09380326,10.404732462601434,20.0,26.0,36.0,19741353.557597637
RHGS,700000.0,850000.0,2535163.522157286,5749981.982054042,6666170.674873208,14.212991472398038,9.884041339344982,9.0,4.660455008068751,7299243.549047954
HFCD,111000.0,150000.0,364000.0,1445862.7998116885,2053694.743966679,12.112661448632664,8.288141997577961,8.0,4.101666606234643,2363018.3270257185
YOVU,4000000.0,4500000.0,4500000.0,5230786.669659422,6275564.403947997,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,6938423.482954749
VSWC,1600000.0,1800000.0,3492447.9436150636,6640259.923522261,7609708.371843639,10.012331424867291,6.692242655810938,7.0,3.542878204400533,8336449.649559351
LDUH,1183815.0,1522560.0,1306089.0,1342900.0,1995145.4876840299,33.84480867271251,42.0,53.0,57.0,2452117.8216254385
DKMZ,5821116.0,8378434.0,9937200.0,11822410.999789573,14093558.627320226,64.0,93.0,91.0,66.0,15874672.385321835
LWFO,5821116.0,8378434.0,9937200.0,11822410.999789573,14093558.627320226,104.91436161604486,88.0,91.0,63.0,15875732.918494329
ANRJ,1790578.34933627,114495.74261080759,120000.0,100000.0,-534618.5390520514,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,-375063.6949349622
DEEU,5000000.0,8322141.439943764,11687944.773998331,16711750.56564708,19829281.238089092,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,21957433.52762121
KRMR,3361280.825241495,1587327.5703055041,2500000.0,4438188.576023512,4155340.1337039103,5.811671377336539,3.5004439722768934,5.0,2.4253014007323195,4413245.407045729
SLFN,2765290.8313897317,1248889.5972783028,1333500.0,1333500.0,827873.2186000098,7.912001401101916,5.096343314043917,6.0,2.9840898025664266,1128047.022529952
ZYYZ,12049913.0,14201682.423961608,17121878.128533863,21098148.20729816,23671282.3645521,36.24451647092976,27.32389589304941,22.16328692538796,13.0,26017330.901412793
ALYU,3100000.0,6737564.740964089,10223462.393348023,15529586.258209934,18793835.532549206,164.14116068771648,185.0,210.0,215.0,20786857.51363348
BHMI,2100000.0,2500000.0,4187394.696820505,7259535.531510886,8354572.163406399,6.361353479701783,20.0,34.0,45.0,9163898.109930847
VCOP,3134284.8021170576,1324541.2597341873,2218000.0,4149496.796635937,3837070.389648991,14.212991472398038,9.884041339344982,9.0,4.660455008068751,4061710.492140177
WSNL,3872356.83096957,2300000.0,2300000.0,3295477.960478019,3150628.8661166853,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,3247671.5246150745
SPUL,2818904.9657851607,1311480.611250563,1400000.0,1400000.0,901379.5793960696,35.31923531697463,29.33274694239303,26.774672885832118,20.0,1203375.0837752596
JEJF,2267365.1922054235,476454.0,99000.0,806565.5611392278,473485.0438894555,18.413651519928784,13.075840022879023,11.0,5.7780318117369625,280950.072256667
LRZS,1599242.0,1589600.0,1375000.0,2026581.3423555312,2679337.362660608,5.811671377336539,3.5004439722768934,5.0,2.4253014007323195,2963136.843963758
YFOO,5195670.927370323,3852894.0,5920174.005024332,9640338.753706384,9913651.692205666,33.11596168628642,24.24713541524818,18.0,9.689550624575704,10576705.556255449
QGRJ,4437165.0,4108994.0,4556687.0,5801473.787585934,6384327.212883614,47.32624595827664,46.0,39.0,40.0,6973780.157108921
BWOE,2500000.0,5000000.0,6580843.33991812,9159379.297411202,11436273.609606642,37.434163668872,24.741087401036147,16.2343621191026,4.0,12849539.206459131
EQAX,300000.0,295000.0,300000.0,1187338.600979952,1782057.9439886033,5.811671377336539,3.5004439722768934,5.0,2.4253014007323195,2033644.6569278745
EPJZ,1454127.8547866354,-620524.7343413488,130720.0,2012686.238905111,1481332.5479080395,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,1466589.9200840946
OCJY,4174032.178512916,3013190.748675477,2858444.0511344634,2338708.0,2033908.374078586,36.37669949292332,27.036917171714588,21.50451750246736,12.0,2511274.1468900004
VHVV,7200000.0,12500000.0,16500000.0,20289039.841838866,24142762.979300696,41.51728178134789,30.630732782316258,22.0,11.924704231912145,27491121.965186663
TNZV,4327221.349175278,2705567.189757924,3700000.0,5666664.232991902,5509679.470107811,34.92268625099385,30.193683106397426,28.75098115459389,23.0,5898502.931629393
PTZS,75000.0,80000.0,1765931.9261432604,5051900.072247887,5869632.220656734,46.917634196649345,42.87079347469454,44.0,37.0,6397415.020847925
SBOU,1700390.0,5570307.165354109,9144670.717146982,14658760.475929879,18031088.07784884,126.7380701239047,119.36183033840224,117.0,103.0,20019663.269243993
VNYQ,600000.0,747613.0,2431799.716892577,5653356.021699709,6565393.167623687,21.837727693215445,26.0,29.0,33.0,7178919.667639187
VIBF,1006600.0,1491057.0,2400000.0,4054529.3183065373,4943355.0616391385,43.052548053864655,43.0,43.0,42.0,5627571.451957001
IYFA,5911144.750360961,4975734.580070182,5103470.009190069,4941321.0,4887122.147728175,36.37669949292332,27.036917171714588,21.50451750246736,12.0,5600174.602970896
QVBG,900000.0,1500000.0,1500000.0,2291528.057067826,3258044.39227731,36.905431580897705,25.889002286375398,18.869439810784993,8.0,3713564.138106976
SVMD,2286481.4442685423,500000.0,2587879.382018449,6639648.631294061,6590772.172151424,36.77324855890413,26.175981007710206,19.52820923370559,9.0,6881093.953559124
YMGX,3587979.2621693364,2000000.0,4078663.741592247,7982081.521692176,8077344.452719011,34.65832020700668,30.767640549067046,30.068520000435086,25.0,8528870.020456066
RZEL,2286481.4442685423,500000.0,2587879.382018449,6639648.631294061,6590772.172151424,70.04905035926335,82.0,116.0,110.0,6845389.336751845
MFYI,3200418.3506194395,1913227.6011748249,1600155.813419759,880000.0,434744.0890570142,1.2989928703967157,0.0,2.0,0.7144740364733928,784002.1589275221
QCYA,300000.0,500000.0,2178109.8105784897,5406586.6960224025,6339362.212096965,35.84796740494896,28.184832057053796,24.13959519414973,16.0,6946019.430879528
UDWL,1800000.0,2000000.0,1800000.0,2433839.44504684,3214822.6935165385,10.012331424867291,6.692242655810938,7.0,3.542878204400533,3573780.68144131
SOVG,2402310.0,3059827.0,4295327.0,6200465.699610848,7243192.9221779425,239.7425428789031,271.0,278.0,302.0,8081139.646143463
GPCF,2810940.4698301237,1246221.6241691443,1462000.0,1780000.0,1306019.4288556539,16.313321496163397,11.479940681111996,10.0,5.219243409902862,1591007.8800509009
ILUA,2688923.0,2525514.0,2737456.0,3782040.735955019,4386888.982984273,50.72316987292538,38.4284686759983,28.0,16.572920898774886,4829684.1550426865
MRAI,6403291.70766593,5244699.0,7303428.08874207,10885941.959720083,11292997.514175914,28.91530163875565,21.05533673171413,16.0,8.571973820907502,12111270.808083542
IAIM,120607.0,413355.0,2084585.4612891944,5303489.449116217,6282903.521645585,35.31923531697463,29.33274694239303,26.774672885832118,20.0,6896644.691874603
WJER,120607.0,413355.0,2084585.4612891944,5303489.449116217,6282903.521645585,37.830712734852824,23.88015123703177,14.258053850340836,1.0,6903361.401967061
ZSKZ,3789586.0,3254455.0,5009896.620505018,8185948.908657377,8807391.647018492,45.71794182887866,33.82253146585031,24.0,13.042281035580352,9531732.14017804
PXJO,489016.0,4560036.105275274,8210967.622737583,13905053.578162868,17370923.864110623,34.65832020700668,30.767640549067046,30.068520000435086,25.0,19348955.910370924
BKCF,2989290.078440848,1674700.4642971568,1327295.862256024,563679.0,87965.12726184446,0.0,14.0,26.0,54.0,389740.8680044744
PMIZ,2989290.078440848,1674700.4642971568,1327295.862256024,563679.0,87965.12726184446,41.51728178134789,30.630732782316258,22.0,11.924704231912145,404614.9503059843
VZPF,1000000.0,1500000.0,1800000.0,2882693.8005325273,3791068.504038587,26.814971614990277,19.45943738994711,15.0,8.013185419073395,4314267.412111949
NDHR,1000000.0,4986190.494723395,8604823.972629273,14222983.602621526,17649395.542215664,43.61761180511329,32.226632124083295,23.0,12.483492633746245,19647930.89821829
TGGX,900000.0,4902791.721092876,8527745.952595035,14160764.428545874,17594898.399818815,24.714641591224908,17.86353804818009,14.0,7.454397017239286,19592065.003885303
MXHU,1875000.0,2100000.0,2125000.0,2964500.825702886,3758986.3412733027,35.100729543576094,39.0,40.0,44.0,4181260.252038156
AUPZ,3204174.0,7775490.0,9254652.469515868,11327112.7305719,14778456.533828806,127.0,119.0,100.0,91.85323012727851,16769612.535235742
MTIL,5560355.600499345,4500000.0,4447911.139544822,4500000.0,4474701.889588398,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,4998650.165973956
AZOM,3369416.0,4000000.0,5689211.550077273,8631111.73857728,9890489.75172372,26.814971614990277,19.45943738994711,15.0,8.013185419073395,10886663.738682171
IRAZ,850000.0,900000.0,1400000.0,1400000.0,1624117.8981487087,16.313321496163397,11.479940681111996,10.0,5.219243409902862,2374469.934818208
MITW,9190000.0,11816550.055062106,14917513.813432418,19318733.959416337,22112711.504516494,34.0,35.0,37.0,38.0,24359932.447086103
XTSA,2086000.0,3955000.0,6428000.0,9345010.72835838,11043510.442439795,29.26141916946071,31.0,33.0,34.0,12636999.389805654
JPEY,9950558.0,12450846.099810828,15503736.861044323,19791946.86538253,22527193.880787008,38.0,43.0,51.0,54.0,24792690.310052685
LQLJ,2418490.9309670674,850000.0,1000000.0,1000000.0,424465.9302957242,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,721236.7955542564
JNYQ,3313884.7542738323,2041418.9424680187,1746798.59621899,1050000.0,621113.0734278872,18.413651519928784,13.075840022879023,11.0,5.7780318117369625,983975.930931254
STWJ,2425342.433635265,783390.597296936,1000000.0,1390000.0,871443.4938249122,26.814971614990277,19.45943738994711,15.0,8.013185419073395,1094309.5865306654
MRCA,5320378.881178744,4000000.0,4000000.0,4929168.429138499,4991462.923946282,31.015631662521024,22.65123607348115,17.0,9.130762222741605,5261914.038770819
SLGR,2100000.0,2250000.0,2300000.0,3167106.0185954054,3928135.407333216,24.714641591224908,17.86353804818009,14.0,7.454397017239286,4367272.6879158355
EFKL,1000000.0,1000000.0,1100000.0,2059043.561555885,2685475.751649796,19.7746403082041,26.0,34.0,38.0,3005759.3901159586
VYMY,10428007.0,11998701.0,13716089.096384984,16010142.617561467,17992675.515980083,36.905431580897705,25.889002286375398,18.869439810784993,8.0,19864905.557804864
YOCF,3935045.346942881,2400000.0,4476206.237478593,8340063.625798341,8473763.727537034,22.7116832058121,27.0,32.0,35.0,8966250.174898928
QVSQ,2660763.0,2698637.0,2926839.0,2980000.0,3390540.1306646364,29.789546203504006,30.0,32.0,31.0,4106375.13317354
XLGD,4214941.489176357,3059409.0056786686,2911314.81256582,2400000.0,2101102.066961289,26.538688404690905,31.0,36.0,39.0,2574473.5045967153
XDZT,2234350.213985416,282714.6809443503,1100000.0,3004966.9762270497,2575277.57456602,45.71794182887866,33.82253146585031,24.0,13.042281035580352,2668206.127963853
TKBJ,1641987.7608762083,-119158.52725634351,13000.0,335000.0,-291417.7167371637,26.814971614990277,19.45943738994711,15.0,8.013185419073395,-178552.89888118982
IQCZ,1412000.0,1976000.0,1900000.0,1900000.0,2646235.641651406,5.811671377336539,3.5004439722768934,5.0,2.4253014007323195,3271114.358422734
OXNF,4100000.0,7571552.47726918,10994242.593690285,16151777.998966314,19338806.956517547,28.91530163875565,21.05533673171413,16.0,8.571973820907502,21436269.45589141
GRUV,8700000.0,11407896.064272607,14539831.515264705,19013860.0064457,21845675.506771985,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,24090390.656822316
YBZP,2400000.0,2300000.0,2700000.0,3919405.882873442,4544464.459633151,14.212991472398038,9.884041339344982,9.0,4.660455008068751,5041460.858678126
FOKX,5500000.0,5100000.0,5500000.0,6684090.349349991,7273193.34343222,54.0,56.0,59.0,58.28394555728002,7902555.207757359
NORE,8500000.0,9957556.0,10000000.0,11850000.0,14047326.980810944,44.355127832137725,46.0,48.0,48.0,15004773.885906264
QPAM,7756866.0,7902998.0,9666198.43139317,12444002.325921657,13557108.75553795,60.0,74.0,71.0,58.0,14798259.659353869
ZKTJ,1398943.0,5318904.0642081555,8912321.338094415,14471202.642254105,17866808.07700788,14.212991472398038,9.884041339344982,9.0,4.660455008068751,19880662.075211156
